Date,Season,Competition,Stage,Home Team,Away Team,Home Goals,Away Goals,Neutral,Match Result,Home Team Country,Away Team Country,Home Team Region,Away Team Region,Cross Region Match,Venue Altitude (m),Away Team Altitude (m),Altitude Difference (m),Travel Distance (km),Climate Zone
2022-04-02,2021/22,CAF Champions League,Group Stage,Esperance de Tunis,CR Belouizdad,2,1,False,Home Win,Tunisia,Algeria,North Africa,North Africa,No,10,424,-414,631.8,Mediterranean
2022-04-02,2021/22,CAF Champions League,Group Stage,Wydad Casablanca,Petro de Luanda,5,1,False,Home Win,Morocco,Angola,North Africa,Southern Africa,Yes,56,60,-4,5203.8,Mediterranean
2022-04-03,2021/22,CAF Champions League,Group Stage,Al Ahly,Al Hilal,1,0,False,Home Win,Egypt,Sudan,North Africa,East Africa,Yes,23,380,-357,1624.7,Arid
2022-04-03,2021/22,CAF Champions League,Group Stage,Raja Casablanca,ES Setif,1,0,False,Home Win,Morocco,Algeria,North Africa,North Africa,No,56,1096,-1040,1220.0,Mediterranean
2022-04-15,2021/22,CAF Champions League,Quarter-final,ES Setif,Esperance de Tunis,0,0,False,Draw,Algeria,Tunisia,North Africa,North Africa,No,1096,10,1086,431.9,Semi-Arid
2022-04-16,2021/22,CAF Champions League,Quarter-final,Petro de Luanda,Mamelodi Sundowns,2,1,False,Home Win,Angola,South Africa,Southern Africa,Southern Africa,No,60,1340,-1280,2458.7,Tropical
2022-04-16,2021/22,CAF Champions League,Quarter-final,Al Ahly,Raja Casablanca,2,1,False,Home Win,Egypt,Morocco,North Africa,North Africa,No,23,56,-33,3669.2,Arid
2022-04-16,2021/22,CAF Champions League,Quarter-final,CR Belouizdad,Wydad Casablanca,0,1,False,Away Win,Algeria,Morocco,North Africa,North Africa,No,424,56,368,1031.7,Mediterranean
2022-04-22,2021/22,CAF Champions League,Quarter-final,Esperance de Tunis,ES Setif,0,1,False,Away Win,Tunisia,Algeria,North Africa,North Africa,No,10,1096,-1086,431.9,Mediterranean
2022-04-23,2021/22,CAF Champions League,Quarter-final,Mamelodi Sundowns,Petro de Luanda,1,1,False,Draw,South Africa,Angola,Southern Africa,Southern Africa,No,1340,60,1280,2458.7,Semi-Arid
2022-04-23,2021/22,CAF Champions League,Quarter-final,Raja Casablanca,Al Ahly,1,1,False,Draw,Morocco,Egypt,North Africa,North Africa,No,56,23,33,3669.2,Mediterranean
2022-04-24,2021/22,CAF Champions League,Quarter-final,Wydad Casablanca,CR Belouizdad,0,0,False,Draw,Morocco,Algeria,North Africa,North Africa,No,56,424,-368,1031.7,Mediterranean
2022-05-07,2021/22,CAF Champions League,Semi-final,Petro de Luanda,Wydad Casablanca,1,3,False,Away Win,Angola,Morocco,Southern Africa,North Africa,Yes,60,56,4,5203.8,Tropical
2022-05-07,2021/22,CAF Champions League,Semi-final,Al Ahly,ES Setif,4,0,False,Home Win,Egypt,Algeria,North Africa,North Africa,No,23,1096,-1073,2492.3,Arid
2022-05-13,2021/22,CAF Champions League,Semi-final,Wydad Casablanca,Petro de Luanda,1,1,False,Draw,Morocco,Angola,North Africa,Southern Africa,Yes,56,60,-4,5203.8,Mediterranean
2022-05-14,2021/22,CAF Champions League,Semi-final,ES Setif,Al Ahly,2,2,False,Draw,Algeria,Egypt,North Africa,North Africa,No,1096,23,1073,2492.3,Semi-Arid
2023-02-10,2022/23,CAF Champions League,Group Stage,Raja Casablanca,Vipers,5,0,False,Home Win,Morocco,Uganda,North Africa,East Africa,Yes,56,1200,-1144,5583.0,Mediterranean
2023-02-10,2022/23,CAF Champions League,Group Stage,Zamalek,CR Belouizdad,0,1,False,Away Win,Egypt,Algeria,North Africa,North Africa,No,23,424,-401,2706.6,Arid
2023-02-11,2022/23,CAF Champions League,Group Stage,Petro de Luanda,JS Kabylie,0,0,False,Draw,Angola,Algeria,Southern Africa,North Africa,Yes,60,250,-190,5142.7,Tropical
2023-02-11,2022/23,CAF Champions League,Group Stage,Mamelodi Sundowns,Al Hilal,1,0,False,Home Win,South Africa,Sudan,Southern Africa,East Africa,Yes,1340,380,960,4610.5,Semi-Arid
2023-02-11,2022/23,CAF Champions League,Group Stage,Horoya AC,Simba SC,1,0,False,Home Win,Guinea,Tanzania,West Africa,East Africa,Yes,30,55,-25,6126.0,Tropical
2023-02-11,2022/23,CAF Champions League,Group Stage,Esperance de Tunis,Al Merreikh,1,0,False,Home Win,Tunisia,Sudan,North Africa,East Africa,Yes,10,380,-370,3238.7,Mediterranean
2023-02-17,2022/23,CAF Champions League,Group Stage,JS Kabylie,Wydad Casablanca,1,0,False,Home Win,Algeria,Morocco,North Africa,North Africa,No,250,56,194,1163.2,Mediterranean
2023-02-17,2022/23,CAF Champions League,Group Stage,Cotonsport,Mamelodi Sundowns,1,3,False,Away Win,Cameroon,South Africa,Central Africa,Southern Africa,Yes,358,1340,-982,4177.7,Tropical
2023-02-17,2022/23,CAF Champions League,Group Stage,Al Merreikh,Zamalek,0,0,False,Draw,Sudan,Egypt,East Africa,North Africa,Yes,380,23,357,1624.7,Arid
2023-02-18,2022/23,CAF Champions League,Group Stage,AS Vita Club,Petro de Luanda,1,2,False,Away Win,DR Congo,Angola,Central Africa,Southern Africa,Yes,320,60,260,551.4,Tropical
2023-02-18,2022/23,CAF Champions League,Group Stage,Al Hilal,Al Ahly,1,0,False,Home Win,Sudan,Egypt,East Africa,North Africa,Yes,380,23,357,1624.7,Arid
2023-02-18,2022/23,CAF Champions League,Group Stage,Vipers,Horoya AC,0,0,False,Draw,Uganda,Guinea,East Africa,West Africa,Yes,1200,30,1170,5210.0,Tropical
2023-02-18,2022/23,CAF Champions League,Group Stage,Simba SC,Raja Casablanca,0,3,False,Away Win,Tanzania,Morocco,East Africa,North Africa,Yes,55,56,-1,6664.6,Tropical
2023-02-18,2022/23,CAF Champions League,Group Stage,CR Belouizdad,Esperance de Tunis,0,1,False,Away Win,Algeria,Tunisia,North Africa,North Africa,No,424,10,414,631.8,Mediterranean
2023-02-24,2022/23,CAF Champions League,Group Stage,Wydad Casablanca,Petro de Luanda,1,0,False,Home Win,Morocco,Angola,North Africa,Southern Africa,Yes,56,60,-4,5203.8,Mediterranean
2023-02-24,2022/23,CAF Champions League,Group Stage,Cotonsport,Al Hilal,1,2,False,Away Win,Cameroon,Sudan,Central Africa,East Africa,Yes,358,380,-22,2096.4,Tropical
2023-02-24,2022/23,CAF Champions League,Group Stage,Al Merreikh,CR Belouizdad,1,0,False,Home Win,Sudan,Algeria,East Africa,North Africa,Yes,380,424,-44,3745.0,Arid
2023-02-25,2022/23,CAF Champions League,Group Stage,AS Vita Club,JS Kabylie,1,0,False,Home Win,DR Congo,Algeria,Central Africa,North Africa,Yes,320,250,70,4695.7,Tropical
2023-02-25,2022/23,CAF Champions League,Group Stage,Al Ahly,Mamelodi Sundowns,2,2,False,Draw,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1340,-1317,6214.2,Arid
2023-02-25,2022/23,CAF Champions League,Group Stage,Vipers,Simba SC,0,1,False,Away Win,Uganda,Tanzania,East Africa,East Africa,No,1200,55,1145,1082.0,Tropical
2023-02-25,2022/23,CAF Champions League,Group Stage,Raja Casablanca,Horoya AC,2,0,False,Home Win,Morocco,Guinea,North Africa,West Africa,Yes,56,30,26,2730.7,Mediterranean
2023-02-25,2022/23,CAF Champions League,Group Stage,Esperance de Tunis,Zamalek,2,0,False,Home Win,Tunisia,Egypt,North Africa,North Africa,No,10,23,-13,2088.3,Mediterranean
2023-03-03,2022/23,CAF Champions League,Group Stage,Wydad Casablanca,AS Vita Club,1,0,False,Home Win,Morocco,DR Congo,North Africa,Central Africa,Yes,56,320,-264,4854.4,Mediterranean
2023-03-04,2022/23,CAF Champions League,Group Stage,Al Ahly,Cotonsport,3,0,False,Home Win,Egypt,Cameroon,North Africa,Central Africa,Yes,23,358,-335,2902.2,Arid
2023-03-07,2022/23,CAF Champions League,Group Stage,Al Hilal,Cotonsport,2,0,False,Home Win,Sudan,Cameroon,East Africa,Central Africa,Yes,380,358,22,2096.4,Arid
2023-03-07,2022/23,CAF Champions League,Group Stage,Horoya AC,Raja Casablanca,1,3,False,Away Win,Guinea,Morocco,West Africa,North Africa,Yes,30,56,-26,2730.7,Tropical
2023-03-07,2022/23,CAF Champions League,Group Stage,Simba SC,Vipers,1,0,False,Home Win,Tanzania,Uganda,East Africa,East Africa,No,55,1200,-1145,1082.0,Tropical
2023-03-07,2022/23,CAF Champions League,Group Stage,CR Belouizdad,Al Merreikh,1,0,False,Home Win,Algeria,Sudan,North Africa,East Africa,Yes,424,380,44,3745.0,Mediterranean
2023-03-07,2022/23,CAF Champions League,Group Stage,Zamalek,Esperance de Tunis,3,1,False,Home Win,Egypt,Tunisia,North Africa,North Africa,No,23,10,13,2088.3,Arid
2023-03-11,2022/23,CAF Champions League,Group Stage,Petro de Luanda,Wydad Casablanca,0,2,False,Away Win,Angola,Morocco,Southern Africa,North Africa,Yes,60,56,4,5203.8,Tropical
2023-03-11,2022/23,CAF Champions League,Group Stage,JS Kabylie,AS Vita Club,2,1,False,Home Win,Algeria,DR Congo,North Africa,Central Africa,Yes,250,320,-70,4695.7,Mediterranean
2023-03-11,2022/23,CAF Champions League,Group Stage,Mamelodi Sundowns,Al Ahly,5,2,False,Home Win,South Africa,Egypt,Southern Africa,North Africa,Yes,1340,23,1317,6214.2,Semi-Arid
2023-03-17,2022/23,CAF Champions League,Group Stage,Cotonsport,Al Ahly,0,4,False,Away Win,Cameroon,Egypt,Central Africa,North Africa,Yes,358,23,335,2902.2,Tropical
2023-03-17,2022/23,CAF Champions League,Group Stage,Al Merreikh,Esperance de Tunis,1,1,False,Draw,Sudan,Tunisia,East Africa,North Africa,Yes,380,10,370,3238.7,Arid
2023-03-17,2022/23,CAF Champions League,Group Stage,CR Belouizdad,Zamalek,2,0,False,Home Win,Algeria,Egypt,North Africa,North Africa,No,424,23,401,2706.6,Mediterranean
2023-03-18,2022/23,CAF Champions League,Group Stage,AS Vita Club,Wydad Casablanca,0,0,False,Draw,DR Congo,Morocco,Central Africa,North Africa,Yes,320,56,264,4854.4,Tropical
2023-03-18,2022/23,CAF Champions League,Group Stage,JS Kabylie,Petro de Luanda,1,0,False,Home Win,Algeria,Angola,North Africa,Southern Africa,Yes,250,60,190,5142.7,Mediterranean
2023-03-18,2022/23,CAF Champions League,Group Stage,Al Hilal,Mamelodi Sundowns,1,1,False,Draw,Sudan,South Africa,East Africa,Southern Africa,Yes,380,1340,-960,4610.5,Arid
2023-03-18,2022/23,CAF Champions League,Group Stage,Simba SC,Horoya AC,7,0,False,Home Win,Tanzania,Guinea,East Africa,West Africa,Yes,55,30,25,6126.0,Tropical
2023-03-18,2022/23,CAF Champions League,Group Stage,Vipers,Raja Casablanca,1,1,False,Draw,Uganda,Morocco,East Africa,North Africa,Yes,1200,56,1144,5583.0,Tropical
2023-03-31,2022/23,CAF Champions League,Group Stage,Horoya AC,Vipers,2,0,False,Home Win,Guinea,Uganda,West Africa,East Africa,Yes,30,1200,-1170,5210.0,Tropical
2023-03-31,2022/23,CAF Champions League,Group Stage,Zamalek,Al Merreikh,4,3,False,Home Win,Egypt,Sudan,North Africa,East Africa,Yes,23,380,-357,1624.7,Arid
2023-04-01,2022/23,CAF Champions League,Group Stage,Petro de Luanda,AS Vita Club,1,0,False,Home Win,Angola,DR Congo,Southern Africa,Central Africa,Yes,60,320,-260,551.4,Tropical
2023-04-01,2022/23,CAF Champions League,Group Stage,Wydad Casablanca,JS Kabylie,3,0,False,Home Win,Morocco,Algeria,North Africa,North Africa,No,56,250,-194,1163.2,Mediterranean
2023-04-01,2022/23,CAF Champions League,Group Stage,Al Ahly,Al Hilal,3,0,False,Home Win,Egypt,Sudan,North Africa,East Africa,Yes,23,380,-357,1624.7,Arid
2023-04-01,2022/23,CAF Champions League,Group Stage,Mamelodi Sundowns,Cotonsport,2,1,False,Home Win,South Africa,Cameroon,Southern Africa,Central Africa,Yes,1340,358,982,4177.7,Semi-Arid
2023-04-01,2022/23,CAF Champions League,Group Stage,Raja Casablanca,Simba SC,3,1,False,Home Win,Morocco,Tanzania,North Africa,East Africa,Yes,56,55,1,6664.6,Mediterranean
2023-04-01,2022/23,CAF Champions League,Group Stage,Esperance de Tunis,CR Belouizdad,0,0,False,Draw,Tunisia,Algeria,North Africa,North Africa,No,10,424,-414,631.8,Mediterranean
2023-04-21,2022/23,CAF Champions League,Quarter-final,JS Kabylie,Esperance de Tunis,0,1,False,Away Win,Algeria,Tunisia,North Africa,North Africa,No,250,10,240,494.8,Mediterranean
2023-04-22,2022/23,CAF Champions League,Quarter-final,Simba SC,Wydad Casablanca,1,0,False,Home Win,Tanzania,Morocco,East Africa,North Africa,Yes,55,56,-1,6664.6,Tropical
2023-04-22,2022/23,CAF Champions League,Quarter-final,Al Ahly,Raja Casablanca,2,0,False,Home Win,Egypt,Morocco,North Africa,North Africa,No,23,56,-33,3669.2,Arid
2023-04-22,2022/23,CAF Champions League,Quarter-final,CR Belouizdad,Mamelodi Sundowns,1,4,False,Away Win,Algeria,South Africa,North Africa,Southern Africa,Yes,424,1340,-916,7430.3,Mediterranean
2023-04-28,2022/23,CAF Champions League,Quarter-final,Wydad Casablanca,Simba SC,1,0,False,Home Win,Morocco,Tanzania,North Africa,East Africa,Yes,56,55,1,6664.6,Mediterranean
2023-04-29,2022/23,CAF Champions League,Quarter-final,Esperance de Tunis,JS Kabylie,1,1,False,Draw,Tunisia,Algeria,North Africa,North Africa,No,10,250,-240,494.8,Mediterranean
2023-04-29,2022/23,CAF Champions League,Quarter-final,Raja Casablanca,Al Ahly,0,0,False,Draw,Morocco,Egypt,North Africa,North Africa,No,56,23,33,3669.2,Mediterranean
2023-04-29,2022/23,CAF Champions League,Quarter-final,Mamelodi Sundowns,CR Belouizdad,2,1,False,Home Win,South Africa,Algeria,Southern Africa,North Africa,Yes,1340,424,916,7430.3,Semi-Arid
2023-05-12,2022/23,CAF Champions League,Semi-final,Esperance de Tunis,Al Ahly,0,3,False,Away Win,Tunisia,Egypt,North Africa,North Africa,No,10,23,-13,2088.3,Mediterranean
2023-05-13,2022/23,CAF Champions League,Semi-final,Wydad Casablanca,Mamelodi Sundowns,0,0,False,Draw,Morocco,South Africa,North Africa,Southern Africa,Yes,56,1340,-1284,7604.6,Mediterranean
2023-05-19,2022/23,CAF Champions League,Semi-final,Al Ahly,Esperance de Tunis,1,0,False,Home Win,Egypt,Tunisia,North Africa,North Africa,No,23,10,13,2088.3,Arid
2023-05-20,2022/23,CAF Champions League,Semi-final,Mamelodi Sundowns,Wydad Casablanca,2,2,False,Draw,South Africa,Morocco,Southern Africa,North Africa,Yes,1340,56,1284,7604.6,Semi-Arid
2023-06-04,2022/23,CAF Champions League,Final,Al Ahly,Wydad Casablanca,2,1,False,Home Win,Egypt,Morocco,North Africa,North Africa,No,23,56,-33,3669.2,Arid
2023-06-11,2022/23,CAF Champions League,Final,Wydad Casablanca,Al Ahly,1,1,False,Draw,Morocco,Egypt,North Africa,North Africa,No,56,23,33,3669.2,Mediterranean
2023-11-24,2023/24,CAF Champions League,Group Stage,Mamelodi Sundowns,FC Nouadhibou,3,0,False,Home Win,South Africa,Mauritania,Southern Africa,North Africa,Yes,1340,5,1335,7126.7,Semi-Arid
2023-11-24,2023/24,CAF Champions League,Group Stage,TP Mazembe,Pyramids,1,0,False,Home Win,DR Congo,Egypt,Central Africa,North Africa,Yes,1250,23,1227,4651.1,Tropical
2023-11-24,2023/24,CAF Champions League,Group Stage,ASEC Mimosas,Jwaneng Galaxy,3,0,False,Home Win,Ivory Coast,Botswana,West Africa,Southern Africa,Yes,20,1100,-1080,4557.2,Tropical
2023-11-24,2023/24,CAF Champions League,Group Stage,Petro de Luanda,Al Hilal,1,0,False,Home Win,Angola,Sudan,Southern Africa,East Africa,Yes,60,380,-320,3443.2,Tropical
2023-11-24,2023/24,CAF Champions League,Group Stage,Al Ahly,Young Africans,1,0,False,Home Win,Egypt,Tanzania,North Africa,East Africa,Yes,23,55,-32,4185.2,Arid
2023-11-25,2023/24,CAF Champions League,Group Stage,Simba SC,Wydad Casablanca,2,0,False,Home Win,Tanzania,Morocco,East Africa,North Africa,Yes,55,56,-1,6664.6,Tropical
2023-11-25,2023/24,CAF Champions League,Group Stage,Esperance de Tunis,Etoile du Sahel,2,0,False,Home Win,Tunisia,Tunisia,North Africa,North Africa,No,10,20,-10,116.5,Mediterranean
2023-11-25,2023/24,CAF Champions League,Group Stage,Medeama,CR Belouizdad,2,1,False,Home Win,Ghana,Algeria,West Africa,North Africa,Yes,70,424,-354,3563.3,Tropical
2023-12-01,2023/24,CAF Champions League,Group Stage,Pyramids,Mamelodi Sundowns,0,1,False,Away Win,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1340,-1317,6208.4,Arid
2023-12-01,2023/24,CAF Champions League,Group Stage,Jwaneng Galaxy,Simba SC,0,6,False,Away Win,Botswana,Tanzania,Southern Africa,East Africa,Yes,1100,55,1045,2509.8,Semi-Arid
2023-12-01,2023/24,CAF Champions League,Group Stage,Etoile du Sahel,Petro de Luanda,0,2,False,Away Win,Tunisia,Angola,North Africa,Southern Africa,Yes,20,60,-40,4973.6,Mediterranean
2023-12-01,2023/24,CAF Champions League,Group Stage,CR Belouizdad,Al Ahly,0,0,False,Draw,Algeria,Egypt,North Africa,North Africa,No,424,23,401,2706.6,Mediterranean
2023-12-02,2023/24,CAF Champions League,Group Stage,FC Nouadhibou,TP Mazembe,0,0,False,Draw,Mauritania,DR Congo,North Africa,Central Africa,Yes,5,1250,-1245,6065.1,Arid
2023-12-02,2023/24,CAF Champions League,Group Stage,Wydad Casablanca,ASEC Mimosas,1,0,False,Home Win,Morocco,Ivory Coast,North Africa,West Africa,Yes,56,20,36,3160.1,Mediterranean
2023-12-02,2023/24,CAF Champions League,Group Stage,Al Hilal,Esperance de Tunis,3,1,False,Home Win,Sudan,Tunisia,East Africa,North Africa,Yes,380,10,370,3238.7,Arid
2023-12-02,2023/24,CAF Champions League,Group Stage,Young Africans,Medeama,3,0,False,Home Win,Tanzania,Ghana,East Africa,West Africa,Yes,55,70,-15,4731.0,Tropical
2023-12-08,2023/24,CAF Champions League,Group Stage,FC Nouadhibou,Pyramids,2,0,False,Home Win,Mauritania,Egypt,North Africa,North Africa,No,5,23,-18,4911.2,Arid
2023-12-08,2023/24,CAF Champions League,Group Stage,Wydad Casablanca,Jwaneng Galaxy,0,1,False,Away Win,Morocco,Botswana,North Africa,Southern Africa,Yes,56,1100,-1044,7316.4,Mediterranean
2023-12-08,2023/24,CAF Champions League,Group Stage,Al Hilal,Etoile du Sahel,1,1,False,Draw,Sudan,Tunisia,East Africa,North Africa,Yes,380,20,360,3136.6,Arid
2023-12-08,2023/24,CAF Champions League,Group Stage,CR Belouizdad,Young Africans,3,0,False,Home Win,Algeria,Tanzania,North Africa,East Africa,Yes,424,55,369,6127.6,Mediterranean
2023-12-09,2023/24,CAF Champions League,Group Stage,Mamelodi Sundowns,TP Mazembe,1,0,False,Home Win,South Africa,DR Congo,Southern Africa,Central Africa,Yes,1340,1250,90,1568.4,Semi-Arid
2023-12-09,2023/24,CAF Champions League,Group Stage,ASEC Mimosas,Simba SC,0,0,False,Draw,Ivory Coast,Tanzania,West Africa,East Africa,Yes,20,55,-35,4983.2,Tropical
2023-12-09,2023/24,CAF Champions League,Group Stage,Petro de Luanda,Esperance de Tunis,0,0,False,Draw,Angola,Tunisia,Southern Africa,North Africa,Yes,60,10,50,5085.3,Tropical
2023-12-09,2023/24,CAF Champions League,Group Stage,Al Ahly,Medeama,3,0,False,Home Win,Egypt,Ghana,North Africa,West Africa,Yes,23,70,-47,4440.8,Arid
2023-12-19,2023/24,CAF Champions League,Group Stage,TP Mazembe,FC Nouadhibou,2,0,False,Home Win,DR Congo,Mauritania,Central Africa,North Africa,Yes,1250,5,1245,6065.1,Tropical
2023-12-19,2023/24,CAF Champions League,Group Stage,Pyramids,Mamelodi Sundowns,0,0,False,Draw,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1340,-1317,6208.4,Arid
2023-12-19,2023/24,CAF Champions League,Group Stage,Simba SC,ASEC Mimosas,1,1,False,Draw,Tanzania,Ivory Coast,East Africa,West Africa,Yes,55,20,35,4983.2,Tropical
2023-12-19,2023/24,CAF Champions League,Group Stage,Jwaneng Galaxy,Wydad Casablanca,0,0,False,Draw,Botswana,Morocco,Southern Africa,North Africa,Yes,1100,56,1044,7316.4,Semi-Arid
2023-12-19,2023/24,CAF Champions League,Group Stage,Etoile du Sahel,Al Hilal,1,0,False,Home Win,Tunisia,Sudan,North Africa,East Africa,Yes,20,380,-360,3136.6,Mediterranean
2023-12-19,2023/24,CAF Champions League,Group Stage,Esperance de Tunis,Petro de Luanda,2,0,False,Home Win,Tunisia,Angola,North Africa,Southern Africa,Yes,10,60,-50,5085.3,Mediterranean
2024-01-13,2023,African Cup of Nations,Group Stage,Ivory Coast,Guinea-Bissau,2,0,False,Home Win,Ivory Coast,Guinea-Bissau,West Africa,West Africa,No,20,20,0,,Tropical
2024-01-18,2023,African Cup of Nations,Group Stage,Ivory Coast,Nigeria,0,1,False,Away Win,Ivory Coast,Nigeria,West Africa,West Africa,No,20,41,-21,,Tropical
2024-01-22,2023,African Cup of Nations,Group Stage,Ivory Coast,Equatorial Guinea,0,4,False,Away Win,Ivory Coast,Equatorial Guinea,West Africa,Central Africa,Yes,20,30,-10,,Tropical
2024-01-29,2023,African Cup of Nations,Round of 16,Ivory Coast,Senegal,1,1,False,Draw,Ivory Coast,Senegal,West Africa,West Africa,No,20,10,10,,Tropical
2024-02-03,2023,African Cup of Nations,Quarter-final,Ivory Coast,Mali,2,1,False,Home Win,Ivory Coast,Mali,West Africa,West Africa,No,20,370,-350,,Tropical
2024-02-07,2023,African Cup of Nations,Semi-final,Ivory Coast,DR Congo,1,0,False,Home Win,Ivory Coast,DR Congo,West Africa,Central Africa,Yes,20,320,-300,,Tropical
2024-02-11,2023,African Cup of Nations,Final,Ivory Coast,Nigeria,2,1,False,Home Win,Ivory Coast,Nigeria,West Africa,West Africa,No,20,41,-21,,Tropical
2024-02-16,2023/24,CAF Champions League,Group Stage,CR Belouizdad,Al Ahly,0,0,False,Draw,Algeria,Egypt,North Africa,North Africa,No,424,23,401,2706.6,Mediterranean
2024-02-23,2023/24,CAF Champions League,Group Stage,FC Nouadhibou,Mamelodi Sundowns,0,2,False,Away Win,Mauritania,South Africa,North Africa,Southern Africa,Yes,5,1340,-1335,7126.7,Arid
2024-02-23,2023/24,CAF Champions League,Group Stage,Pyramids,TP Mazembe,1,0,False,Home Win,Egypt,DR Congo,North Africa,Central Africa,Yes,23,1250,-1227,4651.1,Arid
2024-02-23,2023/24,CAF Champions League,Group Stage,ASEC Mimosas,Wydad Casablanca,1,0,False,Home Win,Ivory Coast,Morocco,West Africa,North Africa,Yes,20,56,-36,3160.1,Tropical
2024-02-23,2023/24,CAF Champions League,Group Stage,Simba SC,Jwaneng Galaxy,0,0,False,Draw,Tanzania,Botswana,East Africa,Southern Africa,Yes,55,1100,-1045,2509.8,Tropical
2024-02-23,2023/24,CAF Champions League,Group Stage,Al Hilal,Petro de Luanda,0,0,False,Draw,Sudan,Angola,East Africa,Southern Africa,Yes,380,60,320,3443.2,Arid
2024-02-23,2023/24,CAF Champions League,Group Stage,Etoile du Sahel,Esperance de Tunis,0,2,False,Away Win,Tunisia,Tunisia,North Africa,North Africa,No,20,10,10,116.5,Mediterranean
2024-02-23,2023/24,CAF Champions League,Group Stage,Young Africans,CR Belouizdad,4,0,False,Home Win,Tanzania,Algeria,East Africa,North Africa,Yes,55,424,-369,6127.6,Tropical
2024-02-23,2023/24,CAF Champions League,Group Stage,Al Ahly,CR Belouizdad,0,0,False,Draw,Egypt,Algeria,North Africa,North Africa,No,23,424,-401,2706.6,Arid
2024-03-01,2023/24,CAF Champions League,Group Stage,Mamelodi Sundowns,Pyramids,0,1,False,Away Win,South Africa,Egypt,Southern Africa,North Africa,Yes,1340,23,1317,6208.4,Semi-Arid
2024-03-01,2023/24,CAF Champions League,Group Stage,Wydad Casablanca,Simba SC,1,0,False,Home Win,Morocco,Tanzania,North Africa,East Africa,Yes,56,55,1,6664.6,Mediterranean
2024-03-01,2023/24,CAF Champions League,Group Stage,Petro de Luanda,Etoile du Sahel,2,0,False,Home Win,Angola,Tunisia,Southern Africa,North Africa,Yes,60,20,40,4973.6,Tropical
2024-03-01,2023/24,CAF Champions League,Group Stage,Medeama,Young Africans,1,1,False,Draw,Ghana,Tanzania,West Africa,East Africa,Yes,70,55,15,4731.0,Tropical
2024-03-01,2023/24,CAF Champions League,Group Stage,Young Africans,Al Ahly,1,1,False,Draw,Tanzania,Egypt,East Africa,North Africa,Yes,55,23,32,4185.2,Tropical
2024-03-02,2023/24,CAF Champions League,Group Stage,TP Mazembe,Mamelodi Sundowns,3,0,False,Home Win,DR Congo,South Africa,Central Africa,Southern Africa,Yes,1250,1340,-90,1568.4,Tropical
2024-03-02,2023/24,CAF Champions League,Group Stage,Jwaneng Galaxy,ASEC Mimosas,0,2,False,Away Win,Botswana,Ivory Coast,Southern Africa,West Africa,Yes,1100,20,1080,4557.2,Semi-Arid
2024-03-02,2023/24,CAF Champions League,Group Stage,Esperance de Tunis,Al Hilal,1,0,False,Home Win,Tunisia,Sudan,North Africa,East Africa,Yes,10,380,-370,3238.7,Mediterranean
2024-03-02,2023/24,CAF Champions League,Group Stage,Al Ahly,Young Africans,1,0,False,Home Win,Egypt,Tanzania,North Africa,East Africa,Yes,23,55,-32,4185.2,Arid
2024-03-29,2023/24,CAF Champions League,Quarter-final,Simba SC,Al Ahly,0,1,False,Away Win,Tanzania,Egypt,East Africa,North Africa,Yes,55,23,32,4185.2,Tropical
2024-03-29,2023/24,CAF Champions League,Quarter-final,TP Mazembe,Petro de Luanda,0,0,False,Draw,DR Congo,Angola,Central Africa,Southern Africa,Yes,1250,60,1190,1589.7,Tropical
2024-03-30,2023/24,CAF Champions League,Quarter-final,Esperance de Tunis,ASEC Mimosas,0,0,False,Draw,Tunisia,Ivory Coast,North Africa,West Africa,Yes,10,20,-10,3784.8,Mediterranean
2024-03-30,2023/24,CAF Champions League,Quarter-final,Young Africans,Mamelodi Sundowns,0,0,False,Draw,Tanzania,South Africa,East Africa,Southern Africa,Yes,55,1340,-1285,2408.3,Tropical
2024-04-05,2023/24,CAF Champions League,Quarter-final,Al Ahly,Simba SC,2,0,False,Home Win,Egypt,Tanzania,North Africa,East Africa,Yes,23,55,-32,4185.2,Arid
2024-04-05,2023/24,CAF Champions League,Quarter-final,ASEC Mimosas,Esperance de Tunis,0,0,False,Draw,Ivory Coast,Tunisia,West Africa,North Africa,Yes,20,10,10,3784.8,Tropical
2024-04-05,2023/24,CAF Champions League,Quarter-final,Mamelodi Sundowns,Young Africans,0,0,False,Draw,South Africa,Tanzania,Southern Africa,East Africa,Yes,1340,55,1285,2408.3,Semi-Arid
2024-04-06,2023/24,CAF Champions League,Quarter-final,Petro de Luanda,TP Mazembe,1,2,False,Away Win,Angola,DR Congo,Southern Africa,Central Africa,Yes,60,1250,-1190,1589.7,Tropical
2024-04-20,2023/24,CAF Champions League,Semi-final,Esperance de Tunis,Mamelodi Sundowns,1,0,False,Home Win,Tunisia,South Africa,North Africa,Southern Africa,Yes,10,1340,-1330,7207.9,Mediterranean
2024-04-20,2023/24,CAF Champions League,Semi-final,TP Mazembe,Al Ahly,0,0,False,Draw,DR Congo,Egypt,Central Africa,North Africa,Yes,1250,23,1227,4657.0,Tropical
2024-04-26,2023/24,CAF Champions League,Semi-final,Mamelodi Sundowns,Esperance de Tunis,0,1,False,Away Win,South Africa,Tunisia,Southern Africa,North Africa,Yes,1340,10,1330,7207.9,Semi-Arid
